passenger_id,full_name,age,gender,nationality,marital_status,occupation,class,ticket_number,ticket_price,cabin_deck,embarkation_port,travel_purpose,journey_duration_days,siblings_spouses,parents_children,family_size,is_alone,family_survival_rate,boarding_position,lifeboat_access,medical_condition,mobility_score,emergency_response_time,evacuation_priority,wealth_index,age_group,fare_per_person,family_risk_score,survival_probability,survived
T2-095056,Michael Ivanov,17.4,Female,USA,Single,Student,1,614549,1245.26,B,Southampton,Leisure,7,0,1,2,0,0.3,765,0.82,Unknown,89.7,26.3,High,3.88,Teen,622.63,0.44,0.6926,1
T2-095057,Wei Silva,26.0,Female,USA,Married,Military,3,786405,156.58,E,Southampton,Leisure,7,2,1,4,0,0.05,352,0.49,Unknown,78.1,27.6,High,0.4,Adult,39.15,1.01,0.1955,0
T2-095058,Elizabeth Wilson,35.5,Male,USA,Single,Tourism,3,577425,178.68,Unknown,Southampton,Leisure,12,0,0,1,1,0.44,293,0.03,Mild Chronic,70.5,3.7,Low,0.29,Middle_Aged,178.68,0.93,0.1474,0
T2-095059,William Chen,24.4,Female,Canada,Single,Unknown,3,857784,120.69,E,Southampton,Relocation,9,1,1,3,0,0.05,843,0.46,Mobility Impaired,32.2,17.7,High,-0.42,Adult,40.23,0.88,0.316,1
T2-095060,Jennifer Patel,22.0,Male,USA,Single,Education,2,341569,490.99,E,Southampton,Family Visit,4,1,1,3,0,0.05,592,0.47,Unknown,78.5,54.1,Low,1.11,Adult,163.66,0.87,0.0433,0
T2-095061,Lars Gonzalez,29.1,Female,UK,Married,Business,2,922205,510.39,D,Cherbourg,Leisure,8,0,0,1,1,0.15,302,0.59,Unknown,79.7,51.0,High,0.84,Adult,510.39,0.48,0.1524,0
T2-095062,William Sato,46.6,Male,Germany,Single,Education,3,465115,127.82,Unknown,New York,Business,12,2,0,3,0,0.4,804,0.31,Unknown,75.8,45.5,Low,0.18,Middle_Aged,42.61,1.0,0.127,0
T2-095063,James Garcia,15.7,Female,Canada,Single,Student,3,378239,218.29,F,Queenstown,Business,11,1,0,2,0,0.32,486,0.18,Unknown,97.8,19.5,High,0.08,Teen,109.14,0.96,0.2928,0
T2-095064,Jessica Patel,14.3,Male,Germany,Single,Student,3,441929,146.2,Unknown,Queenstown,Leisure,8,1,0,2,0,0.45,300,0.38,Unknown,90.5,20.1,Low,0.1,Teen,73.1,0.8,0.0484,0
T2-095065,Susan Ivanov,47.7,Female,Japan,Single,Engineering,3,516880,185.46,G,Cherbourg,Business,8,2,0,3,0,0.31,427,0.17,Unknown,75.4,67.1,High,0.51,Middle_Aged,61.82,1.11,0.1194,0
T2-095066,Linda O'Connor,45.5,Male,UK,Single,Laborer,3,922997,210.87,Unknown,Southampton,Leisure,6,0,1,2,0,0.07,688,0.47,Mild Chronic,60.7,20.1,Low,0.66,Middle_Aged,105.44,0.72,0.0781,0
T2-095067,Joseph Lopez,33.3,Male,USA,Married,Education,1,658953,1096.12,D,Southampton,Business,10,0,2,3,0,0.97,728,0.62,Unknown,87.2,2.6,Medium,3.29,Adult,365.37,0.75,0.2735,0
T2-095068,Jessica Jones,44.0,Male,France,Married,Student,2,284203,456.44,E,Southampton,Relocation,5,0,0,1,1,0.09,555,0.6,Mild Chronic,59.9,18.4,Low,1.14,Middle_Aged,456.44,0.47,0.275,0
T2-095069,Susan O'Connor,47.6,Male,UK,Married,Tourism,3,657310,233.22,E,Southampton,Business,12,0,1,2,0,0.48,322,0.54,Mild Chronic,73.0,13.1,Low,0.43,Middle_Aged,116.61,0.67,0.2867,0
T2-095070,Jessica O'Connor,14.6,Male,China,Single,Student,1,382034,1111.45,D,Southampton,Relocation,13,1,1,3,0,0.82,273,0.73,Unknown,92.9,37.0,Medium,3.35,Teen,370.48,0.67,0.7371,1
T2-095071,Michael Chen,37.3,Female,China,Single,Tech,3,241702,93.53,G,Queenstown,Relocation,11,1,0,2,0,0.05,855,0.14,Unknown,81.8,14.5,High,0.2,Middle_Aged,46.76,0.99,0.176,0
T2-095072,Aarav Williams,24.3,Non-Binary,Germany,Married,Laborer,3,585555,98.72,G,Cherbourg,Relocation,7,0,0,1,1,0.41,170,0.26,Asthma,66.0,50.8,Low,0.26,Adult,98.72,0.74,0.0547,0
T2-095073,Wei Martinez,25.7,Female,France,Married,Business,3,914749,147.03,E,Southampton,Family Visit,10,2,1,4,0,0.12,389,0.42,Unknown,83.2,12.4,High,-0.09,Adult,36.76,1.06,0.3405,1
T2-095074,James Müller,22.7,Non-Binary,France,Married,Military,3,721757,149.08,F,Cherbourg,Leisure,9,1,1,3,0,0.19,391,0.23,Unknown,88.7,6.6,Low,0.46,Adult,49.69,1.07,0.4276,0
T2-095075,David Smith,22.9,Male,UK,Single,Education,3,456907,95.55,G,Southampton,Family Visit,5,0,0,1,1,0.15,606,0.11,Unknown,90.9,22.3,Low,-0.06,Adult,95.55,0.86,0.0469,0
T2-095076,Mateo Kim,56.0,Female,France,Single,Healthcare,2,569420,444.26,C,Southampton,Business,8,0,0,1,1,0.72,137,0.84,Mobility Impaired,25.6,116.6,High,0.84,Middle_Aged,444.26,0.28,0.0854,1
T2-095077,Robert Ali,15.2,Male,USA,Single,Student,3,877177,77.93,F,Southampton,Leisure,9,0,0,1,1,0.77,354,0.39,Unknown,90.8,4.9,Low,0.14,Teen,77.93,0.64,0.1209,0
T2-095078,Lars Ali,32.6,Male,UK,Married,Engineering,3,150320,120.65,F,Queenstown,Leisure,3,2,1,4,0,0.03,383,0.53,Unknown,76.1,42.6,Low,0.14,Adult,30.16,0.98,0.0614,0
T2-095079,Richard Gonzalez,15.2,Male,Canada,Single,Student,1,803966,951.93,C,Queenstown,Leisure,11,0,1,2,0,0.12,16,0.8,Mild Chronic,81.8,12.7,Medium,2.88,Teen,475.96,0.46,0.6521,1
T2-095080,Linda Martinez,24.2,Female,Germany,Married,Healthcare,2,158501,564.14,D,Southampton,Relocation,4,0,0,1,1,0.63,602,0.49,Mild Chronic,72.5,8.1,High,1.29,Adult,564.14,0.56,0.5755,1
T2-095081,Aarav Chen,26.9,Male,Germany,Widowed,Engineering,3,927824,164.78,Unknown,Queenstown,Relocation,13,0,0,1,1,0.08,582,0.1,Unknown,90.8,10.1,Low,-0.18,Adult,164.78,0.87,0.0997,0
T2-095082,Richard Ali,28.8,Female,China,Divorced,Tech,3,215880,170.36,F,Queenstown,Leisure,7,1,1,3,0,0.81,581,0.41,Mild Chronic,79.0,21.8,High,-0.08,Adult,56.79,0.92,0.1429,0
T2-095083,William Martinez,37.6,Male,UK,Married,Healthcare,2,188284,417.97,Unknown,Southampton,Business,12,0,0,1,1,0.3,192,0.71,Unknown,84.6,16.4,Low,0.68,Middle_Aged,417.97,0.38,0.3993,0
T2-095084,David Gonzalez,15.0,Male,UK,Single,Student,3,313995,145.34,G,Southampton,Family Visit,8,1,0,2,0,0.73,541,0.22,Cardiovascular,58.1,26.1,Low,0.1,Teen,72.67,0.92,0.065,0
T2-095085,Lars Davis,16.8,Male,France,Single,Student,3,293881,94.82,E,Southampton,Relocation,3,2,1,4,0,0.55,634,0.5,Mild Chronic,79.4,11.0,Low,0.22,Teen,23.7,1.0,0.4393,1
T2-095086,Jennifer Patel,9.6,Female,Germany,Single,Student,2,234776,477.31,C,Cherbourg,Business,5,2,0,3,0,0.35,121,0.74,Unknown,99.1,21.4,High,1.14,Child,159.1,0.66,0.6954,1
T2-095087,David Anderson,73.6,Female,India,Single,Laborer,2,859268,562.96,C,Southampton,Business,4,1,0,2,0,0.76,139,0.87,Mild Chronic,53.8,30.9,High,1.31,Senior,281.48,0.4,0.7273,1
T2-095088,Joseph Kim,19.7,Female,Australia,Divorced,Education,1,924585,1822.04,A,New York,Relocation,10,2,0,3,0,0.2,310,0.89,Unknown,93.3,14.4,High,5.52,Adult,607.35,0.54,0.857,1
T2-095089,Susan Chen,21.2,Male,Japan,Married,Unknown,2,365676,184.15,E,Southampton,Business,12,1,0,2,0,0.24,666,0.59,Unknown,87.0,18.4,Low,0.21,Adult,92.08,0.63,0.2708,0
T2-095090,Linda O'Connor,29.6,Female,China,Married,Engineering,2,391691,450.84,C,New York,Business,4,0,1,2,0,0.44,966,0.86,Unknown,84.9,43.0,High,0.69,Adult,225.42,0.41,0.5105,0
T2-095091,Aarav Ivanov,22.0,Male,USA,Married,Tourism,3,905878,153.77,G,Cherbourg,Leisure,3,0,0,1,1,0.68,6,0.07,Cardiovascular,59.3,9.0,Low,0.19,Adult,153.77,0.89,0.0956,0
T2-095092,James O'Connor,28.3,Male,Japan,Single,Education,1,130864,1194.31,B,Queenstown,Family Visit,12,0,0,1,1,0.3,757,0.8,Unknown,86.1,21.3,Medium,3.66,Adult,1194.31,0.31,0.5199,0
T2-095093,Yuki Davis,16.9,Female,Canada,Single,Student,2,929331,717.18,D,Southampton,Leisure,10,1,1,3,0,0.53,676,0.66,Unknown,89.3,11.9,High,1.6,Teen,239.06,0.72,0.7311,1
T2-095094,William Sato,31.8,Male,UK,Married,Healthcare,3,216838,98.54,F,Cherbourg,Leisure,6,0,0,1,1,0.54,20,0.41,Unknown,79.4,7.9,Low,0.18,Adult,98.54,0.62,0.1311,0
T2-095095,Lars Ali,56.3,Male,Canada,Divorced,Laborer,3,574753,248.86,G,Cherbourg,Relocation,12,0,0,1,1,0.06,589,0.24,Unknown,78.2,68.7,Low,0.3,Middle_Aged,248.86,0.76,0.0321,0
T2-095096,Michael Smith,8.2,Male,UK,Single,Student,2,728709,305.33,D,Queenstown,Business,13,2,0,3,0,0.6,572,0.46,Asthma,81.1,16.3,High,0.89,Child,101.78,0.88,0.4149,1
T2-095097,Joseph Martinez,16.0,Female,UK,Single,Student,2,414387,452.14,E,Cherbourg,Business,9,2,1,4,0,0.26,318,0.53,Unknown,79.2,11.7,High,1.13,Teen,113.04,0.98,0.4041,0
T2-095098,Joseph Brown,22.8,Female,Germany,Married,Healthcare,3,517471,86.72,G,Cherbourg,Leisure,7,1,2,4,0,0.24,800,0.15,Unknown,85.1,32.1,High,0.44,Adult,21.68,1.28,0.2858,1
T2-095099,William Ali,85.0,Male,Germany,Single,Business,3,328359,232.24,Unknown,Southampton,Business,13,1,3,5,0,0.14,88,0.07,Mild Chronic,51.8,20.1,Low,0.12,Senior,46.45,1.49,0.0165,0
T2-095100,Yuki Davis,9.2,Female,France,Single,Student,2,914872,445.98,C,Cherbourg,Leisure,7,0,2,3,0,0.01,371,0.87,Asthma,79.9,23.2,High,1.07,Child,148.66,0.55,0.9075,1
T2-095101,Robert Kim,27.3,Male,USA,Married,Engineering,3,319044,98.92,F,New York,Leisure,9,0,1,2,0,0.22,448,0.34,Asthma,76.9,10.3,Low,0.27,Adult,49.46,0.83,0.0912,0
T2-095102,Michael Sato,63.1,Male,France,Married,Student,2,574314,402.3,E,Queenstown,Family Visit,4,0,0,1,1,0.06,561,0.59,Mild Chronic,62.9,40.5,Low,0.98,Senior,402.3,0.48,0.0925,0
T2-095103,Barbara Rodriguez,41.0,Male,USA,Married,Military,3,550158,142.07,E,Southampton,Leisure,7,2,0,3,0,0.09,477,0.3,Unknown,79.2,8.1,Low,0.04,Middle_Aged,47.36,1.01,0.2414,0
T2-095104,Jennifer Wilson,45.6,Male,China,Single,Healthcare,2,349088,699.79,D,Southampton,Leisure,6,0,0,1,1,0.17,494,0.64,Asthma,59.4,51.0,Low,1.47,Middle_Aged,699.79,0.44,0.1301,0
T2-095105,Elizabeth Kim,23.3,Female,China,Single,Tech,3,875785,111.16,G,Southampton,Leisure,7,0,0,1,1,0.76,342,0.34,Unknown,86.4,24.8,High,0.32,Adult,111.16,0.68,0.4116,1
T2-095106,Joseph Müller,14.9,Female,UK,Single,Student,2,193119,363.14,C,Southampton,Leisure,7,0,0,1,1,0.47,630,0.61,Unknown,89.5,28.8,High,0.64,Teen,363.14,0.46,0.2267,0
T2-095107,Fatima Rodriguez,31.3,Male,USA,Single,Unknown,2,231572,418.85,C,Southampton,Leisure,6,0,1,2,0,0.1,80,0.8,Unknown,86.0,19.9,Low,0.97,Adult,209.42,0.46,0.115,0
T2-095108,Elena Kim,46.2,Male,USA,Married,Laborer,1,273862,842.88,C,Southampton,Relocation,3,1,0,2,0,0.02,548,0.6,Unknown,79.7,16.1,Medium,2.64,Middle_Aged,421.44,0.62,0.1359,0
T2-095109,Patricia Johnson,39.1,Female,France,Married,Unknown,2,229266,409.57,Unknown,Southampton,Leisure,9,0,0,1,1,0.31,559,0.76,Unknown,85.3,33.7,High,1.02,Middle_Aged,409.57,0.34,0.5566,1
T2-095110,Joseph Martinez,12.3,Male,Canada,Single,Student,2,239203,410.2,E,Southampton,Business,4,0,2,3,0,0.31,374,0.4,Unknown,97.6,5.2,Low,0.99,Teen,136.73,0.93,0.1888,0
T2-095111,Aarav Jones,22.5,Female,USA,Married,Education,3,137311,167.81,G,Cherbourg,Business,10,0,1,2,0,0.25,470,0.0,Unknown,87.0,34.2,High,-0.04,Adult,83.9,1.1,0.1046,0
T2-095112,John Lopez,43.4,Male,Germany,Married,Military,1,625517,1449.21,Unknown,Queenstown,Business,3,0,0,1,1,0.56,966,0.95,Unknown,77.8,33.0,Medium,4.42,Middle_Aged,1449.21,0.19,0.255,0
T2-095113,Joseph Wilson,47.7,Non-Binary,UK,Married,Unknown,1,129105,1260.95,C,Southampton,Leisure,12,0,1,2,0,0.79,731,0.85,Unknown,84.1,37.5,Medium,3.75,Middle_Aged,630.48,0.42,0.5723,0
T2-095114,Mateo Davis,43.9,Female,Germany,Married,Healthcare,3,884418,142.24,F,Queenstown,Business,5,1,0,2,0,0.26,892,0.15,Unknown,87.1,21.1,High,0.1,Middle_Aged,71.12,0.98,0.4645,1
T2-095115,Robert Garcia,27.2,Male,Australia,Single,Healthcare,3,583980,177.99,E,Southampton,Business,10,0,0,1,1,0.1,198,0.31,Unknown,77.5,5.4,Low,0.44,Adult,177.99,0.7,0.1484,0
T2-095116,Mary Smith,40.5,Female,USA,Divorced,Tourism,2,709058,495.26,Unknown,Southampton,Business,7,0,0,1,1,0.48,8,0.41,Unknown,77.1,20.1,High,0.85,Middle_Aged,495.26,0.62,0.175,0
T2-095117,Joseph Müller,26.7,Male,Germany,Single,Military,3,301989,108.22,G,Southampton,Relocation,3,0,0,1,1,0.05,817,0.09,Unknown,90.7,11.8,Low,-0.05,Adult,108.22,0.88,0.042,0
T2-095118,Linda Martinez,54.7,Male,France,Divorced,Business,3,878706,104.23,G,Cherbourg,Relocation,4,0,1,2,0,0.46,151,0.21,Mild Chronic,66.6,10.5,Low,-0.23,Middle_Aged,52.12,0.93,0.0891,0
T2-095119,Robert Smith,85.0,Female,Germany,Married,Tourism,3,552891,215.15,E,Queenstown,Business,8,0,1,2,0,0.07,142,0.65,Unknown,52.7,52.7,High,0.09,Senior,107.58,0.58,0.065,0
T2-095120,Lars Lopez,22.1,Female,USA,Divorced,Unknown,3,728870,259.07,E,Cherbourg,Leisure,10,0,1,2,0,0.1,41,0.42,Unknown,75.6,10.6,High,0.05,Adult,129.54,0.76,0.2534,0
T2-095121,William Jones,21.1,Female,India,Married,Military,1,208121,1010.83,B,Southampton,Leisure,12,0,0,1,1,0.0,517,0.66,Unknown,86.2,20.6,High,2.89,Adult,1010.83,0.42,0.4227,0
T2-095122,Michael Lopez,17.2,Female,Canada,Single,Student,3,708947,103.04,F,Southampton,Relocation,6,1,0,2,0,0.37,25,0.2,Unknown,100.0,16.5,High,0.18,Teen,51.52,0.94,0.3333,0
T2-095123,Patricia Brown,44.3,Male,UK,Married,Tech,2,240172,478.72,Unknown,Southampton,Relocation,5,1,0,2,0,0.7,472,0.31,Mild Chronic,72.1,10.3,Low,1.1,Middle_Aged,239.36,0.85,0.2318,0
T2-095124,Sofia Patel,53.6,Female,USA,Divorced,Healthcare,3,432066,196.7,Unknown,Queenstown,Leisure,7,1,1,3,0,0.41,203,0.57,Unknown,76.1,14.4,High,0.3,Middle_Aged,65.57,0.79,0.2823,0
T2-095125,Linda Smith,18.7,Male,USA,Divorced,Education,3,486533,125.71,Unknown,Southampton,Relocation,12,0,0,1,1,0.24,989,0.22,Unknown,91.7,37.4,Low,0.34,Adult,125.71,0.77,0.0551,0
T2-095126,Susan Lopez,30.3,Male,USA,Single,Education,3,827477,167.71,Unknown,Cherbourg,Leisure,6,1,0,2,0,0.31,445,0.0,Unknown,83.6,20.1,Low,0.07,Adult,83.86,1.1,0.1253,0
T2-095127,William Ali,72.4,Female,Brazil,Single,Student,3,884114,99.32,F,Queenstown,Business,9,0,0,1,1,0.16,983,0.3,Unknown,62.3,34.7,High,0.28,Senior,99.32,0.71,0.1218,0
T2-095128,Robert Wilson,28.8,Male,Canada,Married,Student,1,782486,646.4,B,New York,Business,6,1,0,2,0,0.77,203,0.78,Unknown,82.1,17.4,Medium,1.93,Adult,323.2,0.48,0.5991,1
T2-095129,Jennifer Johnson,11.5,Male,Australia,Single,Student,2,842477,329.1,Unknown,New York,Relocation,9,0,1,2,0,0.07,189,0.69,Cardiovascular,60.5,20.1,High,0.58,Child,164.55,0.55,0.4745,1
T2-095130,Elizabeth Patel,85.0,Male,USA,Married,Business,1,914895,1633.69,C,Southampton,Leisure,11,0,0,1,1,0.2,693,0.58,Asthma,43.3,14.4,Medium,5.1,Senior,1633.69,0.49,0.2485,0
T2-095131,Richard Ali,20.4,Female,USA,Married,Education,2,865437,320.02,E,Southampton,Leisure,10,0,0,1,1,0.08,95,0.43,Unknown,93.0,43.7,High,0.31,Adult,320.02,0.61,0.058,0
T2-095132,Elizabeth Sato,23.2,Female,Japan,Married,Engineering,2,303028,360.57,Unknown,Southampton,Leisure,13,0,0,1,1,0.24,4,0.44,Unknown,94.8,19.3,High,0.63,Adult,360.57,0.6,0.4992,0
T2-095133,Fatima Rodriguez,49.5,Female,Germany,Married,Tech,2,364803,616.36,Unknown,Southampton,Leisure,8,0,0,1,1,0.25,391,0.62,Mild Chronic,66.1,47.3,High,1.11,Middle_Aged,616.36,0.45,0.4775,1
T2-095134,Richard Jones,26.4,Female,UK,Divorced,Student,3,464239,137.01,Unknown,Southampton,Relocation,12,0,1,2,0,0.44,291,0.23,Unknown,86.1,20.1,High,0.06,Adult,68.5,0.92,0.2972,0
T2-095135,John Rodriguez,13.2,Female,China,Single,Student,2,754865,418.18,E,Southampton,Business,5,1,1,3,0,0.52,42,0.4,Unknown,91.2,25.6,High,0.96,Teen,139.39,0.93,0.4424,1
T2-095136,Barbara Wilson,47.5,Female,UK,Divorced,Unknown,2,244457,257.73,E,Southampton,Family Visit,10,0,0,1,1,0.44,969,0.29,Unknown,74.0,59.3,High,0.14,Middle_Aged,257.73,0.72,0.0516,0
T2-095137,Patricia Rodriguez,41.9,Female,Australia,Divorced,Education,3,640869,173.91,F,Southampton,Business,3,0,0,1,1,0.38,836,0.35,Mobility Impaired,30.9,37.5,High,0.14,Middle_Aged,173.91,0.67,0.0498,0
T2-095138,David Williams,10.8,Male,USA,Single,Student,2,477318,407.57,E,Queenstown,Leisure,5,1,0,2,0,0.07,582,0.67,Unknown,99.1,33.4,High,0.75,Child,203.78,0.56,0.4205,0
T2-095139,William Kim,31.2,Female,USA,Single,Unknown,2,723309,202.09,C,Queenstown,Leisure,11,0,1,2,0,0.79,760,0.85,Unknown,80.6,40.6,High,0.26,Adult,101.04,0.42,0.6813,1
T2-095140,Jennifer Lopez,43.3,Female,UK,Single,Education,3,860905,269.35,E,Cherbourg,Leisure,7,1,1,3,0,0.07,305,0.38,Cardiovascular,46.5,32.1,High,0.22,Middle_Aged,89.78,0.95,0.1654,0
T2-095141,Barbara Sato,36.0,Male,Germany,Single,Healthcare,1,385789,1014.25,Unknown,Cherbourg,Leisure,3,0,1,2,0,0.78,246,0.67,Unknown,85.0,28.8,Medium,3.18,Middle_Aged,507.12,0.56,0.1747,0
T2-095142,Susan Williams,35.6,Female,UK,Single,Student,1,484985,795.31,Unknown,Southampton,Business,7,1,0,2,0,0.13,229,0.76,Asthma,68.8,40.6,High,2.61,Middle_Aged,397.66,0.49,0.44,0
T2-095143,Yuki Wilson,30.3,Female,Brazil,Divorced,Business,3,143450,200.4,G,Southampton,Leisure,5,1,0,2,0,0.16,930,0.23,Unknown,79.2,37.8,High,0.38,Adult,100.2,0.92,0.049,0
T2-095144,William Hernandez,28.5,Female,USA,Single,Engineering,1,715357,1075.32,B,Southampton,Leisure,9,0,2,3,0,0.03,19,0.8,Unknown,89.2,8.1,High,3.6,Adult,358.44,0.61,0.5365,1
T2-095145,Linda Jones,53.3,Male,USA,Widowed,Unknown,2,615027,549.71,C,Southampton,Business,12,0,1,2,0,0.89,831,0.75,Unknown,80.3,12.3,Low,1.01,Middle_Aged,274.86,0.5,0.1311,0
T2-095146,William Martinez,22.7,Male,USA,Married,Laborer,2,781308,391.67,C,Southampton,Leisure,5,1,1,3,0,0.37,269,0.61,Unknown,88.3,30.7,Low,0.81,Adult,130.56,0.76,0.3673,0
T2-095147,Richard Wilson,31.8,Male,USA,Married,Tech,3,830565,88.74,E,Cherbourg,Business,3,3,1,5,0,0.09,167,0.51,Mild Chronic,64.9,45.4,Low,0.0,Adult,17.75,1.14,0.1253,0
T2-095148,David Sato,79.6,Female,UK,Married,Tech,1,147458,1641.44,B,Southampton,Business,3,0,0,1,1,0.79,486,0.91,Unknown,63.1,43.2,High,4.88,Senior,1641.44,0.22,0.4905,1
T2-095149,William Chen,85.0,Female,China,Married,Tourism,3,410697,121.58,E,Southampton,Relocation,9,0,3,4,0,0.04,798,0.49,Unknown,60.8,29.9,High,0.52,Senior,30.4,1.01,0.2061,1
T2-095150,Mateo Garcia,18.0,Male,Canada,Divorced,Business,2,143634,393.76,Unknown,Southampton,Leisure,11,1,0,2,0,0.49,697,0.35,Unknown,83.9,20.1,Low,0.82,Teen,196.88,0.82,0.1744,0
T2-095151,Linda Brown,7.2,Male,USA,Single,Student,3,906595,76.17,E,Cherbourg,Relocation,6,0,0,1,1,0.86,718,0.34,Unknown,96.7,34.9,High,0.03,Child,76.17,0.68,0.1432,0
T2-095152,Elizabeth Smith,24.7,Female,UK,Single,Laborer,2,179707,304.99,C,Cherbourg,Leisure,10,0,0,1,1,0.43,931,0.7,Unknown,85.0,34.1,High,0.35,Adult,304.99,0.39,0.5223,0
T2-095153,William Müller,33.6,Female,USA,Married,Engineering,3,958358,157.75,F,Southampton,Leisure,7,1,1,3,0,0.05,393,0.31,Cardiovascular,57.7,27.6,High,0.03,Adult,52.58,1.0,0.4311,0
T2-095154,Yuki Silva,7.5,Male,Germany,Single,Student,2,471047,600.6,Unknown,Queenstown,Family Visit,12,0,1,2,0,0.31,804,0.45,Unknown,93.6,3.4,High,0.57,Child,300.3,0.74,0.4274,0
T2-095155,Patricia Müller,31.9,Female,UK,Married,Engineering,1,123262,1544.2,A,Cherbourg,Family Visit,3,0,0,1,1,0.43,819,0.71,Unknown,75.9,21.9,High,4.48,Adult,1544.2,0.38,0.6783,1
T2-095156,Elizabeth Martinez,20.0,Male,UK,Married,Education,3,454167,147.04,E,Southampton,Leisure,7,1,0,2,0,0.07,219,0.47,Unknown,89.4,29.4,Low,0.37,Adult,73.52,0.72,0.2253,1
T2-095157,Wei Davis,27.2,Female,UK,Single,Laborer,3,161990,218.39,G,Southampton,Relocation,3,0,0,1,1,0.2,502,0.26,Unknown,88.5,41.7,High,0.06,Adult,218.39,0.74,0.1048,0
T2-095158,Sofia Ali,7.5,Female,UK,Single,Student,1,425718,990.23,Unknown,Southampton,Leisure,3,0,1,2,0,0.67,285,0.5,Unknown,88.7,20.1,High,2.71,Child,495.12,0.7,0.8897,0
T2-095159,Elizabeth Silva,33.6,Female,France,Divorced,Education,3,812065,123.58,E,Southampton,Leisure,7,0,2,3,0,0.24,70,0.44,Unknown,81.2,9.2,High,0.11,Adult,41.19,0.9,0.1605,1
T2-095160,Aarav Williams,48.1,Male,UK,Single,Student,2,156556,320.29,Unknown,Southampton,Family Visit,8,2,0,3,0,0.06,603,0.68,Unknown,73.6,20.1,Low,0.45,Middle_Aged,106.76,0.71,0.1057,0
T2-095161,Jessica Chen,10.7,Female,Germany,Single,Student,2,909041,455.1,C,Cherbourg,Leisure,7,0,1,2,0,0.41,603,0.74,Unknown,91.3,20.8,High,0.99,Child,227.55,0.51,0.8632,1
T2-095162,Lars Sato,24.5,Male,UK,Married,Engineering,3,841041,141.77,F,Cherbourg,Family Visit,11,0,0,1,1,0.04,412,0.3,Unknown,84.5,12.7,Low,0.28,Adult,141.77,0.71,0.3242,0
T2-095163,Patricia Ali,20.2,Female,Germany,Married,Engineering,3,412388,191.45,F,New York,Leisure,7,2,0,3,0,0.01,619,0.28,Unknown,93.4,31.6,High,0.48,Adult,63.82,1.03,0.0985,0
T2-095164,William Jones,29.6,Male,Canada,Married,Business,1,616244,887.86,A,Cherbourg,Leisure,6,1,0,2,0,0.07,725,0.82,Cardiovascular,54.4,6.4,Medium,2.59,Adult,443.93,0.44,0.126,0
T2-095165,William Davis,30.8,Female,France,Married,Engineering,1,305628,1090.35,D,Southampton,Relocation,3,0,1,2,0,0.04,323,0.63,Unknown,78.7,8.5,High,3.55,Adult,545.17,0.6,0.7567,0
T2-095166,Mary Patel,39.8,Male,USA,Married,Student,2,500432,445.48,Unknown,Southampton,Relocation,9,0,0,1,1,0.8,773,0.53,Unknown,71.7,80.0,Low,0.98,Middle_Aged,445.48,0.53,0.044,0
T2-095167,Sofia Wilson,17.6,Male,USA,Single,Student,3,897282,144.09,G,Southampton,Relocation,6,0,0,1,1,0.72,291,0.16,Mild Chronic,77.7,24.2,Low,0.21,Teen,144.09,0.82,0.0224,0
T2-095168,Linda Müller,74.1,Male,USA,Divorced,Tourism,1,922036,704.73,B,Queenstown,Business,12,0,1,2,0,0.17,449,0.77,Unknown,53.3,9.4,Medium,2.05,Senior,352.36,0.48,0.2893,0
T2-095169,Sofia Martinez,31.5,Male,Germany,Married,Unknown,3,620104,35.32,E,Southampton,Leisure,11,1,0,2,0,0.77,629,0.45,Unknown,85.6,10.7,Low,0.19,Adult,17.66,0.74,0.3461,0
T2-095170,Patricia Chen,32.0,Female,UK,Single,Student,3,647286,143.23,G,Southampton,Relocation,8,0,0,1,1,0.75,851,0.14,Asthma,61.2,18.9,High,0.16,Adult,143.23,0.84,0.2731,1
T2-095171,David Smith,56.0,Male,UK,Married,Healthcare,3,388824,148.25,F,Southampton,Family Visit,7,0,0,1,1,0.25,917,0.44,Unknown,73.7,10.6,Low,0.3,Middle_Aged,148.25,0.6,0.2484,0
T2-095172,John Chen,10.2,Male,USA,Single,Student,3,949955,171.36,G,Southampton,Leisure,8,1,0,2,0,0.85,218,0.0,Mild Chronic,76.3,27.0,High,0.12,Child,85.68,1.1,0.1328,0
T2-095173,Aarav Johnson,6.5,Male,China,Single,Student,3,219628,229.67,E,Cherbourg,Leisure,9,0,1,2,0,0.01,493,0.46,Asthma,91.5,2.7,High,0.09,Child,114.84,0.73,0.1829,0
T2-095174,Wei Jones,79.8,Female,Japan,Divorced,Engineering,3,497151,184.88,G,Southampton,Leisure,4,0,0,1,1,0.05,124,0.0,Unknown,60.5,24.9,High,0.31,Senior,184.88,0.95,0.064,0
T2-095175,Sofia Wilson,28.6,Male,UK,Single,Student,2,370060,259.0,D,Queenstown,Relocation,8,0,0,1,1,0.36,840,0.53,Unknown,82.1,10.8,Low,0.55,Adult,259.0,0.53,0.2099,0
T2-095176,William Williams,29.1,Male,China,Married,Military,2,264612,278.94,D,Southampton,Business,8,0,1,2,0,0.37,609,0.64,Unknown,81.9,25.6,Low,0.74,Adult,139.47,0.59,0.0726,0
T2-095177,Jessica Wilson,24.8,Female,Canada,Married,Education,3,106755,256.41,Unknown,Cherbourg,Leisure,13,0,0,1,1,0.3,567,0.69,Cardiovascular,58.6,8.6,High,0.31,Adult,256.41,0.4,0.4408,0
